x,y,lon,lat,nearest_1,sqdist_1,nearest_2,sqdist_2,nearest_3,sqdist_3,nearest_4,sqdist_4
0,0,-111.60031320164089,34.18541405707255,723665,1.2464288845542497,723666,4.786324867960043,725464,7.52333951951118,725465,11.038108349906807
0,1,-111.60031320164089,34.19411901902423,723665,3.5955821565529305,725464,3.76372117327859,723666,6.192672964136649,725465,6.335323463561087
0,2,-111.60031320164089,34.20282398097591,725464,2.004102827045999,725465,3.6325385772153664,723665,7.944735428551612,723666,9.599021060313254
0,3,-111.60031320164089,34.211528942927586,725464,2.244484480813408,725465,2.9297536908696458,727263,9.304896901179095,727264,9.962221138526724
1,0,-111.58983676688027,34.18541405707255,723666,1.4296999476147283,723665,4.0256143686655195,725465,8.6277303738323,725464,11.25086427214879
1,1,-111.58983676688027,34.19411901902423,723666,2.8360480437913345,725465,3.9249454874865792,723665,6.3747676406642,725464,7.4912459259162
1,2,-111.58983676688027,34.20282398097591,725465,1.2221606011408586,725464,5.731627579683609,723666,6.242396139967939,723665,10.723920912662882
1,3,-111.58983676688027,34.211528942927586,725465,0.5193757147951379,725464,5.972009233451018,727264,8.498751470034911,723666,11.648744236144545
2,0,-111.57936033211965,34.18541405707255,723666,0.07307502726941356,725465,8.217352397757793,723665,8.80479985277679,723667,10.611450677716464
2,1,-111.57936033211965,34.19411901902423,723666,1.4794231234460198,725465,3.5145675114120714,723667,11.077122093993445,723665,11.153953124775471
2,2,-111.57936033211965,34.20282398097591,725465,0.8117826250663507,723666,4.885771219622624,725466,9.44513837191117,725464,11.45915233232122
2,3,-111.57936033211965,34.211528942927586,725465,0.10899773872062994,725466,7.801316249604545,727264,9.035281801543098,723666,10.29211931579923
3,0,-111.56888389735903,34.18541405707255,723666,0.7164501069240988,723667,5.1183546769259,725465,9.806974421683284,721867,10.73408856450687
3,1,-111.56888389735903,34.19411901902423,723666,2.122798203100705,725465,5.1041895353375635,723667,5.5840260932028825,725466,8.540018426287482
3,2,-111.56888389735903,34.20282398097591,725465,2.401404648991843,725466,4.896196303980855,723666,5.5291462992773095,723667,8.049697509479865
3,3,-111.56888389735903,34.211528942927586,725465,1.698619762646122,725466,3.252374181674229,723666,10.935494395453915,727264,11.571812133051285
